title,slug,active_installs,relevance
dashi,dashi,90,0
papercite,papercite,1000,0
Very Simple Contact Form,very-simple-contact-form,10000,0
Google Maps Widget &#8211; Best Google Maps Plugin,google-maps-widget,100000,0
Magic Meta Box,magic-meta-box,300,0
Woocommerce Google Feed Manager,wp-product-feed-manager,10000,0
Menu Field for Advanced Custom Fields,menu-field-for-advanced-custom-fields,200,0
CFS &#8211; Contact Form 7 Field,cfs-cf7,60,0
Testimonial – Best Testimonial Slider Plugin for WordPress,testimonial-free,10000,0
"ShopConstruct &#8211; Product Catalog, Shopping Cart and eCommerce solution for Store",shopconstruct,1000,0
Bulk Edit Easy Digital Downloads &#8211; Fast Bulk Creator,wp-sheet-editor-edd-downloads,0,0
Store Locator Plus® for WordPress,store-locator-le,10000,0
Subscriber by BestWebSoft,subscriber,3000,0
VK Google Job Posting Manager,vk-google-job-posting-manager,100,0
Run Log,run-log,100,0
ACTUS Xfields,actus-xfields,0,0
Booking Calendar Contact Form,booking-calendar-contact-form,1000,0
GS Logo Slider,gs-logo-slider,10000,0
Ad Blocker Notify Lite,adblock-notify-by-bweb,10000,0
Revive Old Posts &#8211; Auto Post to Social Media,tweet-old-post,50000,0
Advanced Contact form 7 DB,advanced-cf7-db,50000,0
WP Page Templates,custom-page-templates-by-vegacorp,1000,0
Call for Price for WooCommerce,woocommerce-call-for-price,4000,0
Advanced Custom Fields: Link Picker Field,advanced-custom-fields-link-picker-field,1000,0
"Call Now, Email, Messaging, Sharing Buttons for Mobile",social-mobile-messaging-bar,2000,0
ACF Simple Tooltip,acf-simple-tooltip,20,0
SAR Friendly SMTP,sar-friendly-smtp,2000,0
Product Slider,product-slider,900,0
10Web Google Maps &#8211; Google Maps builder Plugin,wd-google-maps,20000,0
Advanced Custom Fields: Tag It Field,advanced-custom-fields-tag-it,200,0
Custom Login Logo,custom-login-logo,8000,0
CMS2CMS: Automated Drupal To WordPress Migration Plugin,cms2cms-automated-drupal-to-wp-migration,100,0
ACF Media Credit,acf-media-credit,100,0
Woocommerce Login / Signup Lite,woocommerce-login-and-registration,4000,0
BuddyPress Registration Widget,buddy-registration-widget,500,0
Multilanguage by BestWebSoft,multilanguage,10000,0
"Project Management, Bug and Issue Tracking Plugin &#8211; Software Issue Manager",software-issue-manager,100,0
OnePress Opt-In Panda,opt-in-panda,4000,0
Recent Posts Widget With Thumbnails,recent-posts-widget-with-thumbnails,100000,0
Starbox &#8211; the Author Box for Humans,starbox,10000,0
WooCommerce Custom Product Data Fields,woocommerce-custom-product-data-fields,2000,0
Simple Product Options for WooCommerce,product-options-for-woocommerce,1000,0
SB Child List,sb-child-list,2000,0
Book Review,book-review,1000,0
WooCommerce Product Filter by WooBeWoo,woo-product-filter,1000,0
Google Maps Easy,google-maps-easy,50000,0
WP Cassify,wp-cassify,700,0
Testimonials,super-testimonial,6000,0
Pojo Forms,pojo-forms,10000,0
